Property Name,Address,Year Ending,Property GFA - Self-Reported (ft²),Year Built,Electricity Use - Grid Purchase (kWh),Natural Gas Use (therms),Fuel Oil #2 Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ft²),Site Energy Use (kBtu),Direct GHG Emissions (Metric Tons CO2e)
Branch Avenue Fire Station,"10 Branch Avenue Providence, RI 02904",06/30/2015 12:00:00 AM,14616,1948,90136.8,372.34,778734,,76.9,1123515.4,59.8
Hope High School,"324 Hope St, Providence, RI 02906",06/30/2010 12:00:00 AM,257089,1938,753062.4,147278.82,0,92,67.3,17297331.1,782.3
"DPW Maintenance, Traffic and Roller Shed","20 Ernest Street Providence, Rhode Island 02905",06/30/2016 12:00:00 AM,117618,1930,247174.2,55366.61,,,54.2,6380019.3,294.1
George J. West Elementary School,"145 Beaufort St, Providence, RI 02908",06/30/2015 12:00:00 AM,112030,1959,231105.6,90366.18,0,34,87.7,9825150.1,480
Mount Pleasant Avenue Fire Station,"136 Mt Pleasant Ave, Providence, RI 02908",06/30/2016 12:00:00 AM,5332,1903,33707,370.56,367770,,97.5,519834.3,29.3
Hartford Avenue Fire Station,"489 Hartford Avenue Providence, RI 02909",06/30/2017 12:00:00 AM,9150,1948,58578.2,,509082,,77.5,708951,37.8
Brook Street Fire Station,"223 Brook Street Providence, RI 02906",06/30/2012 12:00:00 AM,7580,1950,60201.5,3547.06,0,,73.9,560113.8,18.8
Messer Street Fire Station,"201 Messer Street Providence, RI 02909",06/30/2017 12:00:00 AM,9150,1948,74118.2,421.82,322782,,67.5,617855.3,26.2
Department of Communications,"215 West Exchange Street Providence, Rhode Island 02903",06/30/2016 12:00:00 AM,11752,1987,268266.2,6016,,,122.7,1516924.4,32
Reservoir Avenue Elementary School,"156 Reservoir Ave, Providence, RI 02907",06/30/2010 12:00:00 AM,22000,1924,82664.2,13630.39,0,43,74.8,1645089,72.4
William D'Abate Elementary School,"60 Kossuth St, Providence, RI 02909",06/30/2016 12:00:00 AM,44174,1959,200736.7,32297,,51,88.6,3914613.5,171.5
Lillian Feinstein Elementary School @ Sackett Street,"159 Sackett St, Providence, RI 02907",06/30/2016 12:00:00 AM,68400,1921,264147.1,17944.42,350243.9,91,44.5,3045955.7,121.3
Admiral Street Fire Station,"426 Admiral Street Providence, RI 02908",06/30/2010 12:00:00 AM,12850,1924,75559.8,835.99,994290,,103.9,1335699.6,78.2
Dalrymple Boat House,"1000 Elmwood Ave, Providence, RI 02907",06/30/2015 12:00:00 AM,17474,1894,66221.2,0,460368,,39.3,686314.6,34.2
Neutaconkanut Recreation Center,"675 Plainfield St, Providence, RI 02909",06/30/2015 12:00:00 AM,15345,1997,51137.1,10319.08,0,,78.6,1206388.4,54.8
Museum of Natural History and Planetarium,"1000 Elmwood Ave, Providence, RI 02907",06/30/2016 12:00:00 AM,19500,1894,250580.3,,992220,,94.7,1847200,73.6
Department of Recreation,"One Recreation Way Providence, Rhode Island 02904",06/30/2012 12:00:00 AM,4186,2001,56607.2,0,83352,,66.1,276495.8,6.2
Vartan Gregorian Elementary School,"455 Wickenden St, Providence, RI 02903",06/30/2015 12:00:00 AM,63000,1954,249058.2,55327.87,0,19,101.3,6382573.8,293.9
Juanita Sanchez Educational Complex,"182 Thurbers Ave, Providence, RI 02905",06/30/2010 12:00:00 AM,110000,2004,996692,38818.74,0,65,66.2,7282587.3,206.2
Oliver Hazard Perry (Providence Mayoral Academy ES),"370 Hartford Avenue Providence, Rhode Island 02909",06/30/2017 12:00:00 AM,182488,1929,387842.4,83379.68,,22,52.9,9661285.9,442.9
Davey Lopes Recreation Center,"227 Dudley St, Providence, RI 02907",06/30/2010 12:00:00 AM,11860,1948,93253.4,13728.4,0,,142.6,1691020.6,72.9
Dr. Jorge Alvarez High School,"375 Adelaide Ave, Providence, RI 02907",06/30/2015 12:00:00 AM,88000,2007,642267.7,41330.86,0,55,71.9,6324503.2,219.5
Frank D. Spaziano Elementary School,"85 Laurel Hill Ave, Providence, RI 02909",06/30/2012 12:00:00 AM,58015,1908,115951.2,1562.35,1623707.9,97,37.5,2175569.1,128.8
Frank D. Spaziano Elementary School Annex,"240 Laban Street, Providence, RI 02909",06/30/2015 12:00:00 AM,19585,1910,81094.5,12632.44,0,36,78.6,1539938.7,67.1
Esek Hopkins Middle School,"480 Charles St, Providence, RI 02904",06/30/2016 12:00:00 AM,87560,1916,247282.7,28821.69,,87,42.6,3725898.1,153.1
Steven M. Shaw District 5 Substation,"204 Magnolia St, Providence, RI 02909",06/30/2015 12:00:00 AM,546,1996,7914.6,621,0,,163.2,89104.7,3.3
Oliver Hazard Perry (Providence Mayoral Academy ES),"370 Hartford Avenue Providence, Rhode Island 02909",06/30/2013 12:00:00 AM,182488,1929,146506.6,68457.45,0,64,40.3,7345625.8,363.6
Windmill Street School (closed),"110 Paul Street Providence, Rhode Island 02904",06/30/2012 12:00:00 AM,86140,1915,78139.5,62.67,3527004,78,44.1,3799882.9,262.1
Asa Messer Annex (WSPS),"245 Althea St, Providence, RI 02909",06/30/2012 12:00:00 AM,20360,1925,38621.1,5101,0,96,31.5,641875.3,27.1
Hope High School,"324 Hope St, Providence, RI 02906",06/30/2011 12:00:00 AM,257089,1938,761137.4,222097.34,0,76,96.5,24806734.8,1179.7
Dr. Robert F. Roberti Administration Building,"797 Westminster St., Providence, RI 02903",06/30/2017 12:00:00 AM,56744,1945,784141.8,24343,,77,90,5109792.2,129.3
E-Cubed Academy,"812 Branch Ave, Providence, RI 02904",06/30/2011 12:00:00 AM,44600,2004,386664,9312.03,0,83,50.5,2250500.8,49.5
Lillian Feinstein Elementary School @ Sackett Street,"159 Sackett St, Providence, RI 02907",06/30/2010 12:00:00 AM,68400,1921,281110.6,12797.03,1653654.1,81,56.9,3892506.8,190.7
Frank D. Spaziano Elementary School Annex,"240 Laban Street, Providence, RI 02909",06/30/2011 12:00:00 AM,19585,1910,63271.1,11283.6,0,54,68.6,1344241,59.9
Reservoir Avenue Fire Station,"274 Reservoir Avenue Providence, RI 02907",06/30/2011 12:00:00 AM,7360,1932,54043,664.07,453192,,95.7,703994,37.2
Mount Pleasant Avenue Fire Station,"136 Mt Pleasant Ave, Providence, RI 02908",06/30/2015 12:00:00 AM,5332,1903,32134.9,374.38,416208,,105.6,563289.8,32.9
Mount Pleasant Avenue Fire Station,"136 Mt Pleasant Ave, Providence, RI 02908",06/30/2013 12:00:00 AM,5332,1903,36465.2,419.19,333822,,93.8,500160.8,27
The Leviton Complex,"65 Greenwich Street Providence, RI, 02907",06/30/2017 12:00:00 AM,178654,1908,857374.6,42207.44,,53,40,7146106.8,224.2
Humboldt Avenue Fire Station,"155 Humboldt Avenue Providence, RI 02906",06/30/2017 12:00:00 AM,7460,1905,29611.8,,659364,,101.9,760399.3,48.9
Humboldt Avenue Fire Station,"155 Humboldt Avenue Providence, RI 02906",06/30/2015 12:00:00 AM,7460,1905,35959.7,0,723396,,113.4,846090.6,53.7
Broad Street Fire Station,"847 Broad Street Providence, RI 02905

",06/30/2015 12:00:00 AM,9426,1942,70433.6,939.18,453744,,83.6,787981.4,38.7
Brook Street Fire Station,"223 Brook Street Providence, RI 02906",06/30/2010 12:00:00 AM,7580,1950,59817.6,4450.43,0,,85.6,649140.5,23.6
Dr. Jorge Alvarez High School,"375 Adelaide Ave, Providence, RI 02907",06/30/2010 12:00:00 AM,88000,2007,655052.2,24559.95,0,70,53.3,4691033.8,130.4
Asa Messer Elementary School @ Samuel W. Bridgham,"1655 Westminster Street Providence, RI, 02909",06/30/2017 12:00:00 AM,109255,1972,440670.1,33168.42,,88,44.1,4820408.8,176.2
Hope High School,"324 Hope St, Providence, RI 02906",06/30/2016 12:00:00 AM,257089,1938,858760.6,143517.61,,91,67.2,17281852.4,762.3
Roger Williams Park Zoo,"1000 Elmwood Ave, Providence, RI 02907",06/30/2014 12:00:00 AM,136659,1872,2891065.9,104363.07,0,,64.6,20300624.9,554.3
Dexter Street Garage,"382 Dexter St, Providence, RI 02907",06/30/2017 12:00:00 AM,17000,1905,109646.7,852.94,,,83.2,1415058.8,75.4
Peter A. Rochio Substation,"1266 Chalkstone Ave, Providence, RI 02908",06/30/2010 12:00:00 AM,914,2006,20957.4,0,0,,78.2,71506.6,0
Leviton Dual Language School,"65 Greenwich St, Providence, RI 02907",06/30/2016 12:00:00 AM,40000,2002,303308.9,7340.81,,88,44.2,1768970.8,39
Nathanael Greene Middle School,"721 Chalkstone Ave, Providence, RI 02908",06/30/2015 12:00:00 AM,159070,1930,290192.9,133897.56,0,23,88.8,14379894.2,711.2
Asa Messer Elementary School @ Samuel W. Bridgham,"1655 Westminster Street Providence, RI, 02909",06/30/2014 12:00:00 AM,109255,1972,643206,62986.19,0,33,77.7,8493238.7,334.5
B. Jae Clanton Complex,"674 Prairie Avenue
Providence, RI, 02905",06/30/2015 12:00:00 AM,103000,2004,608799.9,44699.11,0,76,63.6,6547136.9,237.4
William D'Abate Elementary School,"60 Kossuth St, Providence, RI 02909",06/30/2012 12:00:00 AM,44174,1959,161055.3,,0,,17.5,772428.3,16.2
Esek Hopkins Middle School,"480 Charles St, Providence, RI 02904",06/30/2010 12:00:00 AM,87560,1916,334812.4,5570.07,2301011.9,78,45.7,4000398.6,200.3
Dr. Martin Luther King Elementary School,"35 Camp St, Providence, RI 02906",06/30/2017 12:00:00 AM,71724,1959,236625.6,28014.67,,89,50.3,3608833.4,148.8
Gilbert Stuart Middle School,"188 Princeton Ave, Providence, RI 02907",06/30/2017 12:00:00 AM,154450,1929,349681.7,85046.8,,50,62.8,9697794.4,451.7
Providence Police Academy,"200 Chad Brown Street Providence, RI 02908",06/30/2014 12:00:00 AM,20175,1928,37525.6,0,1952562,,103.1,2080599.3,144.9
Branch Avenue Fire Station,"10 Branch Avenue Providence, RI 02904",06/30/2012 12:00:00 AM,14616,1948,96310.4,356.47,537234,,61.7,901491.8,41.8
Veazie Street Elementary School,"211 Veazie St, Providence, RI 02904",06/30/2012 12:00:00 AM,110000,1909,389926.6,62297.65,0,35,68.1,7560194.8,330.9
Nathan Bishop Middle School,"101 Sessions St, Providence, RI 02906",06/30/2015 12:00:00 AM,136000,1929,1401960.1,63527,0,34,81.9,11136188.5,337.4
Messer Street Fire Station,"201 Messer Street Providence, RI 02909",06/30/2014 12:00:00 AM,9150,1948,68931.1,444.87,512532,,86.6,792211.6,40.4
Robert F. Kennedy Elementary School,"195 Nelson St, Providence, RI 02908",06/30/2013 12:00:00 AM,49840,1921,128224,31209.67,0,72,71.4,3558467.8,165.8
Selim Madelin Rogers Recreation Center,"60 Camden Ave, Providence, RI 02908",06/30/2012 12:00:00 AM,9350,2000,56816,4877.72,0,,72.9,681628.6,25.9
Zuccolo Recreation Center,"18 Gesler St, Providence, RI 02909",06/30/2013 12:00:00 AM,11592,1949,57698.7,213,0,,18.8,218168.1,1.1
Windmill Street School (closed),"110 Paul Street Providence, Rhode Island 02904",06/30/2015 12:00:00 AM,86140,1915,65971.2,13.99,2940228,91,36.8,3166720.7,218.3
Roger Williams Park Carousel,"1000 Elmwood Avenue Providence, Rhode Island 02907",06/30/2015 12:00:00 AM,51600,1897,29037,8006.04,0,,17.4,899678.3,42.5
Dr. Robert F. Roberti Administration Building,"797 Westminster St., Providence, RI 02903",06/30/2014 12:00:00 AM,56744,1945,867662.7,27742.13,0,70,101.1,5734678.1,147.4
Providence Career and Technical Academy,"41 Fricker St, Providence, RI 02903",06/30/2013 12:00:00 AM,300000,2009,1869233.1,51219.7,0,,38.3,11499794.3,272.1
Dr. Martin Luther King Elementary School,"35 Camp St, Providence, RI 02906",06/30/2013 12:00:00 AM,71724,1959,291159.1,32301.89,0,78,58.9,4223624.4,171.6
DelSesto Middle School,"152 Springfield St, Providence, RI 02909",06/30/2013 12:00:00 AM,146000,1998,963541.6,43492.74,0,61,52.3,7636878.8,231
Nathanael Greene Middle School,"721 Chalkstone Ave, Providence, RI 02908",06/30/2014 12:00:00 AM,159070,1930,279945,107935.52,0,40,73.9,11748724,573.3
DelSesto Middle School,"152 Springfield St, Providence, RI 02909",06/30/2011 12:00:00 AM,146000,1998,1097800,61978.17,0,39,68.1,9943510.9,329.2
Department of Communications,"215 West Exchange Street Providence, Rhode Island 02903",06/30/2014 12:00:00 AM,11752,1987,267688.5,8302.53,0,,148.4,1743606.5,44.1
Roger Williams Park Carousel,"1000 Elmwood Avenue Providence, Rhode Island 02907",06/30/2011 12:00:00 AM,51600,1897,101681.6,11061,0,,28.2,1453037.8,58.8
Allan Shawn Feinstein Elementary School @ Broad Street,"1450 Broad St, Providence, RI 02905",06/30/2010 12:00:00 AM,77899,1895,122123.3,1231.71,4972554.2,92,70.8,5512409.8,375.6
"Joseph A. Doorley, Jr. Building","444 Westminster St, Providence, RI 02903",06/30/2015 12:00:00 AM,72000,1966,1224633.4,30834.49,0,44,100.9,7261899.2,163.8
Veazie Street Elementary School,"211 Veazie St, Providence, RI 02904",06/30/2016 12:00:00 AM,110000,1909,310565.4,42964.77,,69,48.3,5356126.4,228.2
Mary E. Fogarty Elementary School,"199 Oxford St, Providence, RI 02905",06/30/2010 12:00:00 AM,51400,1959,152425.2,6499.04,1967879.9,72,61,3137858.8,180.6
DPW Administration Building,"700 Allens Avenue Providence, Rhode Island 02905",06/30/2013 12:00:00 AM,20511,1925,72972,13081.82,0,75,75.9,1557162.3,69.5
Central Supply,"304 Pearl Street Providence, Rhode Island 02903",06/30/2017 12:00:00 AM,15525,2004,70990,7773,,19,65.7,1019517.9,41.3
Providence Emergency Management Agency,"591 Charles St, Providence, RI 02904",06/30/2010 12:00:00 AM,12776,1991,97287.9,0,206310,,42.1,538256.2,15.3
West Broadway Middle School,"29 Brainbridge Avenue Providence, Rhode Island 02909",06/30/2016 12:00:00 AM,46000,1966,182072.5,,1802984,75,54.9,2526915.4,139.3
Roger Williams Park Carousel,"1000 Elmwood Avenue Providence, Rhode Island 02907",06/30/2014 12:00:00 AM,51600,1897,28207.2,8365.78,0,,18.1,932820.7,44.4
Oliver Hazard Perry (Providence Mayoral Academy ES),"370 Hartford Avenue Providence, Rhode Island 02909",06/30/2011 12:00:00 AM,182488,1929,123868.6,91802,0,41,52.6,9602839.6,487.6
Central-Classical High Schools,"770 Westminster St, Providence, RI 02903",06/30/2013 12:00:00 AM,454059,1962,2594777,181949.52,0,56,59.6,27048332.2,966.4
Windmill Street School (closed),"110 Paul Street Providence, Rhode Island 02904",06/30/2013 12:00:00 AM,86140,1915,59735.3,12.98,3313656,86,40.8,3518770.3,246
City Hall,"25 Dorrance St, Providence, RI 02903",06/30/2011 12:00:00 AM,99675,1878,738822.9,53189.42,0,82,78.7,7839806.7,282.5
Frank D. Spaziano Elementary School,"85 Laurel Hill Ave, Providence, RI 02909",06/30/2016 12:00:00 AM,58015,1908,107460,7871.02,747270,98,32.8,1901025.2,97.3
Mount Pleasant High School,"434 Mt Pleasant Ave, Providence, RI 02908",06/30/2016 12:00:00 AM,320000,1938,887388.3,157235.57,,95,58.6,18751326,835.2
Vincent Brown Recreation Center,"438 Hope Street Providence, RI 02906",06/30/2012 12:00:00 AM,18111,1997,30856.1,8424.88,0,,52.3,947769,44.7
"Robert. L Bailey, IV Elementary School","65 Gordon Ave, Providence, RI 02905",06/30/2016 12:00:00 AM,78000,2000,435686.6,13372.36,,96,36.2,2823798.6,71
Steven M. Shaw District 5 Substation,"204 Magnolia St, Providence, RI 02909",06/30/2017 12:00:00 AM,546,1996,7105.2,488,,,133.8,73042.9,2.6
Messer Street Fire Station,"201 Messer Street Providence, RI 02909",06/30/2012 12:00:00 AM,9150,1948,68941.1,643.9,325956,,68.4,625572.9,27.6
City Hall,"25 Dorrance St, Providence, RI 02903",06/30/2016 12:00:00 AM,99675,1878,494239,39817.35,,96,56.9,5668078.9,211.5
Rochambeau Avenue Fire Station,"270 Rochambeau Avenue Providence, RI 02906",06/30/2015 12:00:00 AM,7400,1928,38993.7,8524,0,,133.2,985446.6,45.3
George J. West Elementary School,"145 Beaufort St, Providence, RI 02908",06/30/2017 12:00:00 AM,112030,1959,221420.5,63000.91,,64,63,7055578.1,334.6
Humboldt Avenue Fire Station,"155 Humboldt Avenue Providence, RI 02906",06/30/2016 12:00:00 AM,7460,1905,39936.2,,656328,,106.2,792590.3,48.7
Webster Avenue Elementary School,"191 Webster Ave, Providence, RI 02909",06/30/2017 12:00:00 AM,44290,1904,121697.1,,,82,53.5,2371430.4,103.9
Central-Classical High Schools,"770 Westminster St, Providence, RI 02903",06/30/2016 12:00:00 AM,454059,1962,2082364.8,140213.2,,97,46.5,21126349.5,744.7
Asa Messer Elementary School @ Samuel W. Bridgham,"1655 Westminster Street Providence, RI, 02909",06/30/2011 12:00:00 AM,109255,1972,556167.2,10523.9,0,46,71.8,7845654.4,419.2
DPW Administration Building,"700 Allens Avenue Providence, Rhode Island 02905",06/30/2017 12:00:00 AM,20511,1925,61957.9,15366.03,,71,85.2,1748003.6,81.6
Dr. Jorge Alvarez High School,"375 Adelaide Ave, Providence, RI 02907",06/30/2014 12:00:00 AM,88000,2007,698583.2,43429.07,0,48,76.4,6726473,230.7
Hope High School,"324 Hope St, Providence, RI 02906",06/30/2017 12:00:00 AM,257089,1938,745770.1,168683.89,,89,75.5,19412956.7,896
Admiral Street Fire Station,"426 Admiral Street Providence, RI 02908",06/30/2016 12:00:00 AM,12850,1924,84102.5,10436.41,41124,,106.7,1371722.4,58.5
Gilbert Stuart Middle school,"188 Princeton Ave, Providence, RI 02907",06/30/2013 12:00:00 AM,154450,1929,305244,5211.06,8617409.7,51,65.9,10180008.1,667.2
Providence Emergency Management Agency,"591 Charles St, Providence, RI 02904",06/30/2012 12:00:00 AM,12776,1991,95253.9,0,280830,,47.4,605836.2,20.8
Webster Avenue Elementary School,"191 Webster Ave, Providence, RI 02909",06/30/2015 12:00:00 AM,44290,1904,166954.1,0,2186057.8,69,62.2,2755705.4,162.2
Atwells Avenue Fire Station,"639 Atwells Avenue Providence, RI 02909",06/30/2015 12:00:00 AM,10022,1948,62233.1,526.67,705594,,96.8,970600.7,55.2
DPW Administration Building,"700 Allens Avenue Providence, Rhode Island 02905",06/30/2012 12:00:00 AM,20511,1925,73943.4,12055.58,0,76,71.1,1457852.5,64
Reservoir Avenue Fire Station,"274 Reservoir Avenue Providence, RI 02907",06/30/2016 12:00:00 AM,7360,1932,42314.4,603.64,394404,,81.4,599145,32.5
"Joseph A. Doorley, Jr. Building","444 Westminster St, Providence, RI 02903",06/30/2017 12:00:00 AM,72000,1966,963418.1,28014.6,,65,84.6,6088643,148.8
Neutaconkanut Recreation Center,"675 Plainfield St, Providence, RI 02909",06/30/2010 12:00:00 AM,15345,1997,59919.3,10615.07,0,,82.5,1265951.6,56.4
Department of Communications,"215 West Exchange Street Providence, Rhode Island 02903",06/30/2015 12:00:00 AM,11752,1987,270049.4,8965.13,0,,154.7,1817921.3,47.6
Providence Police Academy,"200 Chad Brown Street Providence, RI 02908",06/30/2016 12:00:00 AM,20175,1928,27426.6,,1370340,,72.6,1463919.6,101.7
West End Recreation Center,"109 Bucklin St, Providence, RI 02907",06/30/2017 12:00:00 AM,25760,1997,191191.1,9291.94,,,61.4,1581538.2,49.4
Nathan Bishop Middle School,"101 Sessions St, Providence, RI 02906",06/30/2012 12:00:00 AM,136000,1929,1109049.5,44758.97,0,63,60.7,8259974.4,237.7
Public Safety Complex,"325 Washington Street, Providence, RI 02901",06/30/2011 12:00:00 AM,119002,2002,4197090.3,21425.21,0,,138.3,16462995,113.8
Dr. Jorge Alvarez High School,"375 Adelaide Ave, Providence, RI 02907",06/30/2011 12:00:00 AM,88000,2007,786969.6,33735.5,0,50,68.8,6058690.9,179.2
Allan Shawn Feinstein Elementary School @ Broad Street,"1450 Broad St, Providence, RI 02905",06/30/2013 12:00:00 AM,77899,1895,112992.2,44854.55,0,95,62.5,4870984.6,238.2
Windmill Annex (A Venture),"425 Branch Avenue Providence, Rhode Island 02904",06/30/2013 12:00:00 AM,25060,1930,31775.9,8841.13,0,95,39.6,992532.4,47
Gilbert Stuart Middle school,"188 Princeton Ave, Providence, RI 02907",06/30/2015 12:00:00 AM,154450,1929,311784.1,103103.77,0,38,73.6,11374184,547.6
"DPW Maintenance, Traffic and Roller Shed","20 Ernest Street Providence, Rhode Island 02905",06/30/2013 12:00:00 AM,117618,1930,249561.3,74248.04,0,,70.4,8276307.6,394.4
Hope High School,"324 Hope St, Providence, RI 02906",06/30/2015 12:00:00 AM,257089,1938,860109.9,213946.49,0,75,94.6,24329344.7,1136.4
Hope High School,"324 Hope St, Providence, RI 02906",06/30/2013 12:00:00 AM,257089,1938,945899.9,165785.14,0,85,77,19805925.2,880.6
Allan Shawn Feinstein Elementary School @ Broad Street,"1450 Broad St, Providence, RI 02905",06/30/2011 12:00:00 AM,77899,1895,134470.9,1512.88,4429109.7,95,64.7,5039212.1,336.7
Selim Madelin Rogers Recreation Center,"60 Camden Ave, Providence, RI 02908",06/30/2017 12:00:00 AM,9350,2000,50231.4,9138.87,,,116.1,1085276.1,48.5
Lillian Feinstein Senior Center,"1085 Chalkstone Ave, Providence, RI 02908",06/30/2017 12:00:00 AM,8520,2001,41170.5,3169.8,,,53.7,457454.3,16.8
Branch Avenue Fire Station,"10 Branch Avenue Providence, RI 02904",06/30/2014 12:00:00 AM,14616,1948,90415.2,347.94,861258,,82.4,1204548.6,65.8
Mary E. Fogarty Elementary School,"199 Oxford St, Providence, RI 02905",06/30/2014 12:00:00 AM,51400,1959,161368.3,12680.05,0,44,85.8,4411461.9,259.8
B. Jae Clanton Complex,"674 Prairie Avenue
Providence, RI, 02905",06/30/2012 12:00:00 AM,103000,2004,622175.8,31229.04,0,84,50.9,5245768.3,165.9
Atwells Avenue Fire Station,"639 Atwells Avenue Providence, RI 02909",06/30/2011 12:00:00 AM,10022,1948,58286.8,619.69,634662,,89.4,895505.2,50.4
West Broadway,"29 Brainbridge Avenue Providence, Rhode Island 02909",06/30/2011 12:00:00 AM,46000,1966,93843.2,0,3632022.2,58,85.9,3952215,269.5
